Conj1					《「から」：根拠・理由用法の「から」：前件の含意》		yes	"conjunction, kara"	entailment	行動や判断の理由や根拠を表す用法。	ここは危ないから、入ってはいけません。	ここは危ない。
Conj16					《「から」：根拠・理由用法の「から」：分裂文内での出現》		yes	"conjunction, kara"	entailment		ここは危ないから、入ってはいけません。	入ってはいけないのは、ここが危ないからです。
Conj17					《「から」：根拠・理由用法の「から」：分裂文内での出現》		yes	"conjunction, kara"	entailment		午後に来客があるから、部屋を掃除した。	部屋を掃除したのは、午後に来客があるからだ。
Conj18					《「から」：根拠・理由用法の「から」：分裂文内での出現》		yes	"conjunction, kara"	entailment		何もすることがなくて暇だったから、テレビをつけた。	テレビをつけたのは、何もすることがなくて暇だったからだ。
Conj19					《「から」：根拠・理由用法の「から」：分裂文内での出現》		yes	"conjunction, kara"	entailment	Hについて。後件にそのまま「のは」をつけて「食べようのは」と言うことができないため、「食べようと思うのは」に修正している。	今月は仕事を頑張ったから、美味しいものでも食べよう。	美味しいものでも食べようと思うのは、今月仕事を頑張ったからだ。
Conj20					《「から」：根拠・理由用法の「から」：分裂文内での出現》		yes	"conjunction, kara"	entailment	Hについて。後件にそのまま「のは」をつけて「遊んでおこうのは」と言うことができないため、「遊んでおこうと思うのは」に修正している。	来年は忙しくなるだろうから、今年のうちに遊んでおこう。	今年のうちに遊んでおこうと思うのは、来年忙しくなるだろうからだ。
Conj21					《「から」：根拠・理由用法の「から」：「のだから」への言い換え》		yes	"conjunction, kara"	entailment		ここは危ないから、入ってはいけません。	ここは危ないのだから、入ってはいけません。
Conj22					《「から」：根拠・理由用法の「から」：「のだから」への言い換え》		unacceptable	"conjunction, kara"		「のだから」は後件に単純叙述文を取らないというモダリティ制約がある（蓮沼2001）。	午後に来客があるから、部屋を掃除した。	午後に来客があるのだから、部屋を掃除した。
Conj23					《「から」：根拠・理由用法の「から」：「のだから」への言い換え》		unacceptable	"conjunction, kara"		「のだから」は後件に単純叙述文を取らないというモダリティ制約がある（蓮沼2001）。	何もすることがなくて暇だったから、テレビをつけた。	何もすることがなくて暇だったのだから、テレビをつけた。
Conj24					《「から」：根拠・理由用法の「から」：「のだから」への言い換え》		yes	"conjunction, kara"	entailment		今月は仕事を頑張ったから、美味しいものでも食べよう。	今月は仕事を頑張ったのだから、美味しいものでも食べよう。
Conj25					《「から」：根拠・理由用法の「から」：「のだから」への言い換え》		unacceptable	"conjunction, kara"			来年は忙しくなるだろうから、今年のうちに遊んでおこう。	来年は忙しくなるだろうのだから、今年のうちに遊んでおこう。
Conj26					《「から」：根拠・理由用法の「から」：「ために」への言い換えは不自然》		weakacceptable	"conjunction, kara"			ここは危ないから、入ってはいけません。	ここは危ないために、入ってはいけません。
Conj27					《「から」：根拠・理由用法の「から」：「ために」への言い換えは不自然》		weakacceptable	"conjunction, kara"			午後に来客があるから、部屋を掃除した。	午後に来客があるために、部屋を掃除した。
Conj28					《「から」：根拠・理由用法の「から」：「ために」への言い換えは不自然》		weakacceptable	"conjunction, kara"			何もすることがなくて暇だったから、テレビをつけた。	何もすることがなくて暇だったために、テレビをつけた。
Conj29					《「から」：根拠・理由用法の「から」：「ために」への言い換えは不自然》		unacceptable	"conjunction, kara"			今月は仕事を頑張ったから、美味しいものでも食べよう。	今月は仕事を頑張ったために、美味しいものでも食べよう。
Conj30					《「から」：根拠・理由用法の「から」：「ために」への言い換えは不自然》		unacceptable	"conjunction, kara"			来年は忙しくなるだろうから、今年のうちに遊んでおこう。	来年は忙しくなるだろうために、今年のうちに遊んでおこう。
Conj31					《「から」：根拠・理由用法の「から」：「こそ」の付加》		yes	"conjunction, kara"	entailment	"「から」は「は」「から」「こそ」「とて」「といって」などをつけることが可能。この指摘は以下の文献による。永野賢 (1952) 「『から』と『ので』はどう違うか」、『國語と國文学』29:2, pp. 30-41."	ここは危ないから、入ってはいけません。	ここは危ないからこそ、入ってはいけません。
Conj32					《「から」：根拠・理由用法の「から」：「こそ」の付加》		weakacceptable	"conjunction, kara"			午後に来客があるから、部屋を掃除した。	午後に来客があるからこそ、部屋を掃除した。
Conj33					《「から」：根拠・理由用法の「から」：「こそ」の付加》		weakacceptable	"conjunction, kara"			何もすることがなくて暇だったから、テレビをつけた。	何もすることがなくて暇だったからこそ、テレビをつけた。
Conj34					《「から」：根拠・理由用法の「から」：「こそ」の付加》		yes	"conjunction, kara"	entailment		今月は仕事を頑張ったから、美味しいものでも食べよう。	今月は仕事を頑張ったからこそ、美味しいものでも食べよう。
Conj35					《「から」：根拠・理由用法の「から」：「こそ」の付加》		yes	"conjunction, kara"	entailment		来年は忙しくなるだろうから、今年のうちに遊んでおこう。	来年は忙しくなるだろうからこそ、今年のうちに遊んでおこう。
Conj36					《「から」：原因結果用法の「から」：前件の含意》		yes	"conjunction, kara"	entailment	原因を表す用法	雨が降ったから、地面が濡れている。	雨が降った。
Conj37					《「から」：原因結果用法の「から」：前件の含意》		yes	"conjunction, kara"	entailment		昨夜飲みすぎたから、今朝は頭が痛い。	昨夜飲みすぎた。
Conj38					《「から」：原因結果用法の「から」：前件の含意》		yes	"conjunction, kara"	entailment		需要が上がったから、価格が上がった。	需要が上がった。
Conj39					《「から」：原因結果用法の「から」：前件の含意》		yes	"conjunction, kara"	entailment		暖かくなったから、桜が咲き始めた。	暖かくなった。
Conj40					《「から」：原因結果用法の「から」：前件の含意》		yes	"conjunction, kara"	entailment		良い行いをしたから、良いことが返ってきた。	良い行いをした。
Conj41					《「から」：原因結果用法の「から」：後件の含意》		yes	"conjunction, kara"	entailment		雨が降ったから、地面が濡れている。	地面が濡れている
Conj42					《「から」：原因結果用法の「から」：後件の含意》		yes	"conjunction, kara"	entailment		昨夜飲みすぎたから、今朝は頭が痛い。	今朝は頭が痛い。
Conj43					《「から」：原因結果用法の「から」：後件の含意》		yes	"conjunction, kara"	entailment		需要が上がったから、価格が上がった。	価格が上がった。
Conj44					《「から」：原因結果用法の「から」：後件の含意》		yes	"conjunction, kara"	entailment		暖かくなったから、桜が咲き始めた。	桜が咲き始めた。
Conj45					《「から」：原因結果用法の「から」：後件の含意》		yes	"conjunction, kara"	entailment		良い行いをしたから、良いことが返ってきた。	良いことが返ってきた。
Conj46					《「から」：原因結果用法の「から」：「ので」への言い換え》		yes	"conjunction, kara"	entailment		雨が降ったから、地面が濡れている。	雨が降ったので、地面が濡れている。
Conj47					《「から」：原因結果用法の「から」：「ので」への言い換え》		yes	"conjunction, kara"	entailment		昨夜飲みすぎたから、今朝は頭が痛い。	昨夜飲みすぎたので、今朝は頭が痛い。
Conj48					《「から」：原因結果用法の「から」：「ので」への言い換え》		yes	"conjunction, kara"	entailment		需要が上がったから、価格が上がった。	需要が上がったので、価格が上がった。
Conj49					《「から」：原因結果用法の「から」：「ので」への言い換え》		yes	"conjunction, kara"	entailment		暖かくなったから、桜が咲き始めた。	暖かくなったので、桜が咲き始めた。
Conj50					《「から」：原因結果用法の「から」：「ので」への言い換え》		yes	"conjunction, kara"	entailment		良い行いをしたから、良いことが返ってきた。	良い行いをしたので、良いことが返ってきた。
Conj51					《「から」：原因結果用法の「から」：一般に成り立つ法則性を前提とする》		yes	"conjunction, kara"	presupposition		雨が降ったから、地面が濡れている。	雨が降ったら、地面が濡れる。
Conj52					《「から」：原因結果用法の「から」：一般に成り立つ法則性を前提とする》		yes	"conjunction, kara"	presupposition		飲みすぎたから、頭が痛い。	飲み過ぎたら、頭が痛くなる。
Conj53					《「から」：原因結果用法の「から」：一般に成り立つ法則性を前提とする》		yes	"conjunction, kara"	presupposition		需要が上がったから、価格が上がった。	需要が上がったら、価格が上がる。
Conj54					《「から」：原因結果用法の「から」：一般に成り立つ法則性を前提とする》		yes	"conjunction, kara"	presupposition		暖かくなったから、桜が咲き始めた。	暖かくなったら、桜が咲き始める。
Conj55					《「から」：原因結果用法の「から」：一般に成り立つ法則性を前提とする》		yes	"conjunction, kara"	presupposition		良い行いをしたから、良いことが返ってきた。	良い行いをしたら、良いことが帰ってくる。
Conj56					《「から」：原因結果用法の「から」：分裂文内での出現》		yes	"conjunction, kara"	entailment		雨が降ったから、地面が濡れている。	地面が濡れているのは、雨が降ったからだ。
Conj57					《「から」：原因結果用法の「から」：分裂文内での出現》		yes	"conjunction, kara"	entailment		昨夜飲みすぎたから、今朝は頭が痛い。	今朝頭が痛いのは、昨夜飲み過ぎたからだ。
Conj58					《「から」：原因結果用法の「から」：分裂文内での出現》		yes	"conjunction, kara"	entailment		需要が上がったから、価格が上がった。	価格が上がったのは、需要が上がったからだ。
Conj59					《「から」：原因結果用法の「から」：分裂文内での出現》		yes	"conjunction, kara"	entailment		暖かくなったから、桜が咲き始めた。	桜が咲き始めたのは、暖かくなったからだ。
Conj60					《「から」：原因結果用法の「から」：分裂文内での出現》		yes	"conjunction, kara"	entailment		良い行いをしたから、良いことが返ってきた。	良いことが帰ってきたのは、良い行いをしたからだ。
Conj61					《「から」：原因結果用法の「から」：「のだから」への言い換えは不自然》		unacceptable	"conjunction, kara"		「のだから」は後件に単純叙述文を取らないというモダリティ制約がある（蓮沼2001）。	雨が降ったから、地面が濡れている。	雨が降ったのだから、地面が濡れている。
Conj62					《「から」：原因結果用法の「から」：「のだから」への言い換えは不自然》		unacceptable	"conjunction, kara"		「のだから」は後件に単純叙述文を取らないというモダリティ制約がある（蓮沼2002）。	昨夜飲みすぎたから、今朝は頭が痛い。	昨夜飲みすぎたのだから、今朝は頭が痛い。
Conj63					《「から」：原因結果用法の「から」：「のだから」への言い換えは不自然》		unacceptable	"conjunction, kara"		「のだから」は後件に単純叙述文を取らないというモダリティ制約がある（蓮沼2003）。	需要が上がったから、価格が上がった。	需要が上がったのだから、価格が上がった。
Conj64					《「から」：原因結果用法の「から」：「のだから」への言い換えは不自然》		unacceptable	"conjunction, kara"		「のだから」は後件に単純叙述文を取らないというモダリティ制約がある（蓮沼2004）。	暖かくなったから、桜が咲き始めた。	暖かくなったのだから、桜が咲き始めた。
Conj65					《「から」：原因結果用法の「から」：「のだから」への言い換えは不自然》		unacceptable	"conjunction, kara"		「のだから」は後件に単純叙述文を取らないというモダリティ制約がある（蓮沼2005）。	良い行いをしたから、良いことが返ってきた。	良い行いをしたのだから、良いことが返ってきた。
Conj66					《「から」：原因結果用法の「から」：「ために」への言い換え》		yes	"conjunction, kara"	entailment		雨が降ったから、地面が濡れている。	雨が降ったために、地面が濡れている。
Conj67					《「から」：原因結果用法の「から」：「ために」への言い換え》		yes	"conjunction, kara"	entailment		昨夜飲みすぎたから、今朝は頭が痛い。	昨夜飲みすぎたために、今朝は頭が痛い。
Conj68					《「から」：原因結果用法の「から」：「ために」への言い換え》		yes	"conjunction, kara"	entailment		需要が上がったから、価格が上がった。	需要が上がったために、価格が上がった。
Conj69					《「から」：原因結果用法の「から」：「ために」への言い換え》		weakacceptable	"conjunction, kara"			暖かくなったから、桜が咲き始めた。	暖かくなったために、桜が咲き始めた。
Conj70					《「から」：原因結果用法の「から」：「ために」への言い換え》		weakacceptable	"conjunction, kara"			良い行いをしたから、良いことが返ってきた。	良い行いをしたために、良いことが返ってきた。
Conj71					《「から」：原因結果用法の「から」：「こそ」の付加》		yes	"conjunction, kara"	entailment		雨が降ったから、地面が濡れている。	雨が降ったからこそ、地面が濡れている。
Conj72					《「から」：原因結果用法の「から」：「こそ」の付加》		yes	"conjunction, kara"	entailment		昨夜飲みすぎたから、今朝は頭が痛い。	昨夜飲みすぎたからこそ、今朝は頭が痛い。
Conj73					《「から」：原因結果用法の「から」：「こそ」の付加》		yes	"conjunction, kara"	entailment		需要が上がったから、価格が上がった。	需要が上がったからこそ、価格が上がった。
Conj74					《「から」：原因結果用法の「から」：「こそ」の付加》		yes	"conjunction, kara"	entailment		暖かくなったから、桜が咲き始めた。	暖かくなったからこそ、桜が咲き始めた。
Conj75					《「から」：原因結果用法の「から」：「こそ」の付加》		yes	"conjunction, kara"	entailment		良い行いをしたから、良いことが返ってきた。	良い行いをしたからこそ、良いことが返ってきた。
Conj76					《「から」：原因結果用法の「から」：「ため」への言い換え》		yes	"conjunction, kara"	entailment		雨が降ったから、地面が濡れている。	雨が降ったため、地面が濡れている。
Conj77					《「から」：原因結果用法の「から」：「ため」への言い換え》		yes	"conjunction, kara"	entailment		昨夜飲みすぎたから、今朝は頭が痛い。	昨夜飲みすぎたため、今朝は頭が痛い。
Conj78					《「から」：原因結果用法の「から」：「ため」への言い換え》		yes	"conjunction, kara"	entailment		需要が上がったから、価格が上がった。	需要が上がったため、価格が上がった。
Conj79					《「から」：原因結果用法の「から」：「ため」への言い換え》		yes	"conjunction, kara"	entailment		暖かくなったから、桜が咲き始めた。	暖かくなったため、桜が咲き始めた。
Conj80					《「から」：原因結果用法の「から」：「ため」への言い換え》		yes	"conjunction, kara"	entailment		良い行いをしたから、良いことが返ってきた。	良い行いをしたため、良いことが返ってきた。
Conj81					《「から」：原因結果用法の「から」：「がゆえに」への言い換え》		yes	"conjunction, kara"	entailment		雨が降ったから、地面が濡れている。	雨が降ったがゆえに、地面が濡れている。
Conj82					《「から」：原因結果用法の「から」：「がゆえに」への言い換え》		yes	"conjunction, kara"	entailment		昨夜飲みすぎたから、今朝は頭が痛い。	昨夜飲みすぎたがゆえに、今朝は頭が痛い。
Conj83					《「から」：原因結果用法の「から」：「がゆえに」への言い換え》		yes	"conjunction, kara"	entailment		需要が上がったから、価格が上がった。	需要が上がったがゆえに、価格が上がった。
Conj84					《「から」：原因結果用法の「から」：「がゆえに」への言い換え》		yes	"conjunction, kara"	entailment		暖かくなったから、桜が咲き始めた。	暖かくなったがゆえに、桜が咲き始めた。
Conj85					《「から」：原因結果用法の「から」：「がゆえに」への言い換え》		yes	"conjunction, kara"	entailment		良い行いをしたから、良いことが返ってきた。	良い行いをしたがゆえに、良いことが返ってきた。
Conj86					《「から」：根拠・理由用法の「から」：「がゆえに」への言い換え》		weakacceptable	"conjunction, kara"			ここは危ないから、入ってはいけません。	ここは危ないがゆえに、入ってはいけません。
Conj87					《「から」：根拠・理由用法の「から」：「がゆえに」への言い換え》		weakacceptable	"conjunction, kara"			午後に来客があるから、部屋を掃除した。	午後に来客があるがゆえに、部屋を掃除した。
Conj88					《「から」：根拠・理由用法の「から」：「がゆえに」への言い換え》		weakacceptable	"conjunction, kara"			何もすることがなくて暇だったから、テレビをつけた。	何もすることがなくて暇だったがゆえに、テレビをつけた。
Conj89					《「から」：根拠・理由用法の「から」：「がゆえに」への言い換え》		unacceptable	"conjunction, kara"			今月は仕事を頑張ったから、美味しいものでも食べよう。	今月は仕事を頑張ったがゆえに、美味しいものでも食べよう。
Conj90					《「から」：根拠・理由用法の「から」：「がゆえに」への言い換え》		unacceptable	"conjunction, kara"			来年は忙しくなるだろうから、今年のうちに遊んでおこう。	来年は忙しくなるだろうがゆえに、今年のうちに遊んでおこう。
Conj91					《「から」：根拠・理由用法の「から」：「ため」への言い換え》		yes	"conjunction, kara"	entailment		ここは危ないから、入ってはいけません。	ここは危ないため、入ってはいけません。
Conj92					《「から」：根拠・理由用法の「から」：「ため」への言い換え》		yes	"conjunction, kara"	entailment		午後に来客があるから、部屋を掃除した。	午後に来客があるため、部屋を掃除した。
Conj93					《「から」：根拠・理由用法の「から」：「ため」への言い換え》		yes	"conjunction, kara"	entailment		何もすることがなくて暇だったから、テレビをつけた。	何もすることがなくて暇だったため、テレビをつけた。
Conj94					《「から」：根拠・理由用法の「から」：「ため」への言い換え》		weakacceptable	"conjunction, kara"			今月は仕事を頑張ったから、美味しいものでも食べよう。	今月は仕事を頑張ったため、美味しいものでも食べよう。
Conj95					《「から」：根拠・理由用法の「から」：「ため」への言い換え》		unacceptable	"conjunction, kara"			来年は忙しくなるだろうから、今年のうちに遊んでおこう。	来年は忙しくなるだろうため、今年のうちに遊んでおこう。
Conj96					《「ので」：根拠・理由用法の「ので」：前件の含意》		yes	"conjunction, node"	entailment	行動や判断の理由や根拠を表す用法。	ここは危ないので、入ってはいけません。	ここは危ない。
Conj97					《「ので」：根拠・理由用法の「ので」：前件の含意》		yes	"conjunction, node"	entailment		午後に来客があるので、部屋を掃除した。	午後に来客がある。
Conj98					《「ので」：根拠・理由用法の「ので」：前件の含意》		yes	"conjunction, node"	entailment		何もすることがなくて暇だったので、テレビをつけた。	何もすることがなくて暇だった。
Conj99					《「ので」：根拠・理由用法の「ので」：前件の含意》		yes	"conjunction, node"	entailment		今月は仕事を頑張ったので、美味しいものでも食べよう。	今月は仕事を頑張った。
Conj100					《「ので」：根拠・理由用法の「ので」：前件の含意》		yes	"conjunction, node"	entailment		太郎は野球に人生を賭けていたので、プロになれず落胆した。	太郎は野球に人生を賭けていた
Conj101					《「ので」：根拠・理由用法の「ので」：後件の含意》		yes	"conjunction, node"	entailment		ここは危ないので、入ってはいけません。	入ってはいけません。
Conj102					《「ので」：根拠・理由用法の「ので」：後件の含意》		yes	"conjunction, node"	entailment		午後に来客があるので、部屋を掃除した。	部屋を掃除した。
Conj103					《「ので」：根拠・理由用法の「ので」：後件の含意》		yes	"conjunction, node"	entailment		何もすることがなくて暇だったので、テレビをつけた。	テレビをつけた。
Conj104					《「ので」：根拠・理由用法の「ので」：後件の含意》		yes	"conjunction, node"	entailment		今月は仕事を頑張ったので、美味しいものでも食べよう。	美味しいものでも食べよう。
Conj105					《「ので」：根拠・理由用法の「ので」：後件の含意》		yes	"conjunction, node"	entailment		太郎は野球に人生を賭けていたので、プロになれず落胆した。	プロになれず落胆した。
Conj106					《「ので」：根拠・理由用法の「ので」：「から」への言い換え》		yes	"conjunction, node"	entailment		ここは危ないので、入ってはいけません。	ここは危ないから、入ってはいけません。
Conj107					《「ので」：根拠・理由用法の「ので」：「から」への言い換え》		yes	"conjunction, node"	entailment		午後に来客があるので、部屋を掃除した。	午後に来客があるから、部屋を掃除した。
Conj108					《「ので」：根拠・理由用法の「ので」：「から」への言い換え》		yes	"conjunction, node"	entailment		何もすることがなくて暇だったので、テレビをつけた。	何もすることがなくて暇だったから、テレビをつけた。
Conj109					《「ので」：根拠・理由用法の「ので」：「から」への言い換え》		yes	"conjunction, node"	entailment		今月は仕事を頑張ったので、美味しいものでも食べよう。	今月は仕事を頑張ったから、美味しいものでも食べよう。
Conj110					《「ので」：根拠・理由用法の「ので」：「から」への言い換え》		weakacceptable	"conjunction, node"			太郎は野球に人生を賭けていたので、プロになれず落胆した。	太郎は野球に人生を賭けていたから、プロになれず落胆した。
Conj111					《「ので」：根拠・理由用法の「ので」：「のだから」への言い換え》		yes	"conjunction, node"	entailment		ここは危ないので、入ってはいけません。	ここは危ないのだから、入ってはいけません。
Conj112					《「ので」：根拠・理由用法の「ので」：「のだから」への言い換え》		unacceptable	"conjunction, node"		「のだから」は後件に単純叙述文を取らないというモダリティ制約がある（蓮沼2001）。	午後に来客があるので、部屋を掃除した。	午後に来客があるのだから、部屋を掃除した。
Conj113					《「ので」：根拠・理由用法の「ので」：「のだから」への言い換え》		unacceptable	"conjunction, node"		「のだから」は後件に単純叙述文を取らないというモダリティ制約がある（蓮沼2001）。	何もすることがなくて暇だったので、テレビをつけた。	何もすることがなくて暇だったのだから、テレビをつけた。
Conj114					《「ので」：根拠・理由用法の「ので」：「のだから」への言い換え》		yes	"conjunction, node"	entailment		今月は仕事を頑張ったので、美味しいものでも食べよう。	今月は仕事を頑張ったのだから、美味しいものでも食べよう。
Conj115					《「ので」：根拠・理由用法の「ので」：「のだから」への言い換え》		unacceptable	"conjunction, node"		「のだから」は後件に単純叙述文を取らないというモダリティ制約がある（蓮沼2001）。	太郎は野球に人生を賭けていたので、プロになれず落胆した。	太郎は野球に人生を賭けていたのだから、プロになれず落胆した。
Conj116					《「ので」：根拠・理由用法の「ので」：「ために」への言い換え》		weakacceptable	"conjunction, node"			ここは危ないので、入ってはいけません。	ここは危ないために、入ってはいけません。
Conj117					《「ので」：根拠・理由用法の「ので」：「ために」への言い換え》		weakacceptable	"conjunction, node"			午後に来客があるので、部屋を掃除した。	午後に来客があるために、部屋を掃除した。
Conj118					《「ので」：根拠・理由用法の「ので」：「ために」への言い換え》		weakacceptable	"conjunction, node"			何もすることがなくて暇だったので、テレビをつけた。	何もすることがなくて暇だったために、テレビをつけた。
Conj119					《「ので」：根拠・理由用法の「ので」：「ために」への言い換え》		unacceptable	"conjunction, node"			今月は仕事を頑張ったので、美味しいものでも食べよう。	今月は仕事を頑張ったために、美味しいものでも食べよう。
Conj120					《「ので」：根拠・理由用法の「ので」：「ために」への言い換え》		yes	"conjunction, node"	entailment		太郎は野球に人生を賭けていたので、プロになれず落胆した。	太郎は野球に人生を賭けていたために、プロになれず落胆した。
Conj121					《「ので」：根拠・理由用法の「ので」：「ため」への言い換え》		yes	"conjunction, node"	entailment		ここは危ないので、入ってはいけません。	ここは危ないため、入ってはいけません。
Conj122					《「ので」：根拠・理由用法の「ので」：「ため」への言い換え》		yes	"conjunction, node"	entailment		午後に来客があるので、部屋を掃除した。	午後に来客があるため、部屋を掃除した。
Conj123					《「ので」：根拠・理由用法の「ので」：「ため」への言い換え》		yes	"conjunction, node"	entailment		何もすることがなくて暇だったので、テレビをつけた。	何もすることがなくて暇だったため、テレビをつけた。
Conj124					《「ので」：根拠・理由用法の「ので」：「ため」への言い換え》		weakacceptable	"conjunction, node"			今月は仕事を頑張ったので、美味しいものでも食べよう。	今月は仕事を頑張ったため、美味しいものでも食べよう。
Conj125					《「ので」：根拠・理由用法の「ので」：「ため」への言い換え》		yes	"conjunction, node"	entailment		太郎は野球に人生を賭けていたので、プロになれず落胆した。	太郎は野球に人生を賭けていたため、プロになれず落胆した。
Conj126					《「ので」：根拠・理由用法の「ので」：「がゆえに」への言い換え》		weakacceptable	"conjunction, node"			ここは危ないので、入ってはいけません。	ここは危ないがゆえに、入ってはいけません。
Conj127					《「ので」：根拠・理由用法の「ので」：「がゆえに」への言い換え》		weakacceptable	"conjunction, node"			午後に来客があるので、部屋を掃除した。	午後に来客があるがゆえに、部屋を掃除した。
Conj128					《「ので」：根拠・理由用法の「ので」：「がゆえに」への言い換え》		weakacceptable	"conjunction, node"			何もすることがなくて暇だったので、テレビをつけた。	何もすることがなくて暇だったがゆえに、テレビをつけた。
Conj129					《「ので」：根拠・理由用法の「ので」：「がゆえに」への言い換え》		unacceptable	"conjunction, node"			今月は仕事を頑張ったので、美味しいものでも食べよう。	今月は仕事を頑張ったがゆえに、美味しいものでも食べよう。
Conj130					《「ので」：根拠・理由用法の「ので」：「がゆえに」への言い換え》		yes	"conjunction, node"	entailment		太郎は野球に人生を賭けていたので、プロになれず落胆した。	太郎は野球に人生を賭けていたがゆえに、プロになれず落胆した。
Conj131					《「ので」：根拠・理由用法の「ので」：分裂文内での出現不可》		unacceptable	"conjunction, node"			ここは危ないので、入ってはいけません。	入ってはいけないのは、ここが危ないのでだ。
Conj132					《「ので」：根拠・理由用法の「ので」：分裂文内での出現不可》		unacceptable	"conjunction, node"			午後に来客があるので、部屋を掃除した。	部屋を掃除したのは、午後に来客があるのでだ。
Conj133					《「ので」：根拠・理由用法の「ので」：分裂文内での出現不可》		unacceptable	"conjunction, node"			何もすることがなくて暇だったので、テレビをつけた。	テレビをつけたのは、何もすることがなくて暇だったのでだ。
Conj134					《「ので」：根拠・理由用法の「ので」：分裂文内での出現不可》		unacceptable	"conjunction, node"			今月は仕事を頑張ったので、美味しいものでも食べよう。	美味しいものでも食べようと思うのは、今月仕事を頑張ったのでだ。
Conj135					《「ので」：根拠・理由用法の「ので」：分裂文内での出現不可》		unacceptable	"conjunction, node"			太郎は野球に人生を賭けていたので、プロになれず落胆した。	太郎がプロになれず落胆したのは、野球に人生を賭けていたのでだ。
Conj136					《「ので」：根拠・理由用法の「ので」：「こそ」の付加は不自然》		unacceptable	"conjunction, node"			ここは危ないので、入ってはいけません。	ここは危ないのでこそ、入ってはいけません。
Conj137					《「ので」：根拠・理由用法の「ので」：「こそ」の付加は不自然》		unacceptable	"conjunction, node"			午後に来客があるので、部屋を掃除した。	午後に来客があるのでこそ、部屋を掃除した。
Conj138					《「ので」：根拠・理由用法の「ので」：「こそ」の付加は不自然》		unacceptable	"conjunction, node"			何もすることがなくて暇だったので、テレビをつけた。	何もすることがなくて暇だったのでこそ、テレビをつけた。
Conj139					《「ので」：根拠・理由用法の「ので」：「こそ」の付加は不自然》		unacceptable	"conjunction, node"			今月は仕事を頑張ったので、美味しいものでも食べよう。	今月は仕事を頑張ったのでこそ、美味しいものでこそも食べよう。
Conj140					《「ので」：根拠・理由用法の「ので」：「こそ」の付加は不自然》		unacceptable	"conjunction, node"			太郎は野球に人生を賭けていたので、プロになれず落胆した。	太郎は野球に人生を賭けていたのでこそ、プロになれず落胆した。
Conj141					《「ので」：原因結果用法の「ので」：前件の含意》		yes	"conjunction, node"	entailment		雨が降ったので、地面が濡れている。	雨が降った。
Conj142					《「ので」：原因結果用法の「ので」：前件の含意》		yes	"conjunction, node"	entailment		昨夜飲みすぎたので、今朝は頭が痛い。	昨夜飲み過ぎた。
Conj143					《「ので」：原因結果用法の「ので」：前件の含意》		yes	"conjunction, node"	entailment		需要が上がったので、価格が上がった。	需要が上がった。
