Mod1					《「はず」：当然の帰結を表す「はず」：「はず」の付く命題内容の事実性》		yes	"modality, hazu"	entailment	当然の帰結を表す「はず」。帰結の内容は、語り手/書き手にとって既知である。高橋(1975)の「ナルホドソウイウワケダという道理のさとりを表す用法」	犯人はすでに海外に逃亡していた。	どうりで捕まらないはずだ。	犯人は捕まっていない。														
Mod12					《「はず」：証拠推量の「はず」：「はず」の付く命題内容は事実ではない》		unknown	"modality, hazu"		高橋 (1975)「予定や推定などきまりやたしかさのみこみを表す用法」	人工知能の研究が進めば、医療技術も進むはずだ。	人工知能の研究が進めば、医療技術も進む。															
Mod13					《「はず」：証拠推量の「はず」：「はず」の付く命題内容は事実ではない》		unknown	"modality, hazu"		高橋 (1975)「予定や推定などきまりやたしかさのみこみを表す用法」	アマゾンには、まだ人間が足を踏み入れていない領域があるはずだ。	アマゾンには、まだ人間が足を踏み入れていない領域がある。															
Mod14					《「はず」：証拠推量の「はず」：「はず」の付く命題内容は事実ではない》		unknown	"modality, hazu"		高橋 (1975)「予定や推定などきまりやたしかさのみこみを表す用法」	太郎が落ち込んでいるのには、花子の結婚が関係しているはずだ。	太郎が落ち込んでいるのには、花子の結婚が関係している。															
Mod15					《「はず」：証拠推量の「はず」：「はず」の付く命題内容は事実ではない》		unknown	"modality, hazu"		高橋 (1975)「予定や推定などきまりやたしかさのみこみを表す用法」	おそらく花子は、今誰にも会いたくないはずだ。	花子は、今誰にも会いたくない。															
Mod16					《「はず」：証拠推量の「はず」：「はず」の付く命題内容は事実ではない：counterfactiveの例》		no	"modality, hazu, conditional"			あの時あなたに助けてもらわなかったら、我が社は倒産したはずだ。	我が社は倒産した。															
Mod17					《「はず」：証拠推量の「はず」：「はず」の付く命題内容は事実ではない：counterfactiveの例》		no	"modality, hazu, conditional"			もし太郎と結婚していたら、花子は幸せになれたはずだ。	花子は幸せになれた。															
Mod18					《「はず」：証拠推量の「はず」：「はず」の付く命題内容は事実ではない：counterfactiveの例》		no	"modality, hazu, conditional"			屋根の修理をしていなかったら、今年の台風で瓦が飛んだはずだ。	今年の台風で瓦が飛んだ。															
Mod19					《「はず」：証拠推量の「はず」：「はず」の付く命題内容は事実ではない：counterfactiveの例》		no	"modality, hazu, conditional"			これまで遊んでいた時間を勉強に使っていたら、太郎は志望校に簡単に合格できたはずだ。	太郎は志望校に簡単に合格できた。															
Mod20					《「はず」：証拠推量の「はず」：「はず」の付く命題内容は事実ではない：counterfactiveの例》		no	"modality, hazu, conditional"			もっと早くにこの本と出会っていれば、私は三十代で大金持ちになったはずだ。	私は三十代で大金持ちになった。															
Mod21					《「はず」：証拠推量の「はず」：「～にちがいない」への置き換え可》		yes	"modality, hazu"	entailment		きっと次の試合は勝てるはずだ。	きっと次の試合は勝てるにちがいない。															
Mod22					《「はず」：証拠推量の「はず」：「～にちがいない」への置き換え可》		yes	"modality, hazu"	entailment		人工知能の研究が進めば、医療技術も進むはずだ。	人工知能の研究が進めば、医療技術も進むにちがいない。															
Mod23					《「はず」：証拠推量の「はず」：「～にちがいない」への置き換え可》		yes	"modality, hazu"	entailment		アマゾンには、まだ人間が足を踏み入れていない領域があるはずだ。	アマゾンには、まだ人間が足を踏み入れていない領域があるにちがいない。															
Mod24					《「はず」：証拠推量の「はず」：「～にちがいない」への置き換え可》		yes	"modality, hazu"	entailment		太郎が落ち込んでいるのには、花子の結婚が関係しているはずだ。	太郎が落ち込んでいるのには、花子の結婚が関係しているにちがいない。															
Mod25					《「はず」：証拠推量の「はず」：「～にちがいない」への置き換え可》		yes	"modality, hazu"	entailment		おそらく花子は、今誰にも会いたくないはずだ。	おそらく花子は、今誰にも会いたくないにちがいない。															
Mod26					《「はず」：証拠推量の「はず」：「～にちがいない」への置き換え可》		yes	"modality, hazu, conditional"	entailment		あの時あなたに助けてもらわなかったら、我が社は倒産したはずだ。	あの時あなたに助けてもらわなかったら、我が社は倒産したにちがいない。															
Mod27					《「はず」：証拠推量の「はず」：「～にちがいない」への置き換え可》		yes	"modality, hazu, conditional"	entailment		もし太郎と結婚していたら、花子は幸せになれたはずだ。	もし太郎と結婚していたら、花子は幸せになれたにちがいない。															
Mod28					《「はず」：証拠推量の「はず」：「～にちがいない」への置き換え可》		yes	"modality, hazu, conditional"	entailment		屋根の修理をしていなかったら、今年の台風で瓦が飛んだはずだ。	屋根の修理をしていなかったら、今年の台風で瓦が飛んだにちがいない。															
Mod29					《「はず」：証拠推量の「はず」：「～にちがいない」への置き換え可》		yes	"modality, hazu, conditional"	entailment		これまで遊んでいた時間を勉強に使っていたら、太郎は志望校に簡単に合格できたはずだ。	これまで遊んでいた時間を勉強に使っていたら、太郎は志望校に簡単に合格できたにちがいない。															
Mod30					《「はず」：証拠推量の「はず」：「～にちがいない」への置き換え可》		yes	"modality, hazu, conditional"	entailment		もっと早くにこの本と出会っていれば、私は三十代で大金持ちになったはずだ。	もっと早くにこの本と出会っていれば、私は三十代で大金持ちになったにちがいない。															
Mod31					《「はず」：事実と異なる想定の「はず」：「はず」の付く命題内容は実現しない》		no	"modality, hazu"		反事実条件文の中に含まれていなくても、反事実仮想を述べることが可能な「はず」。これは、「違いない」「だろう」には見られない性質である。森田(1980)「条件からの当然の帰結が現状と食い違っている場合」に相当。	花子は七時に来るはずだったが、八時になっても現れない。	花子は七時に来た。															
Mod32					《「はず」：事実と異なる想定の「はず」：「はず」の付く命題内容は実現しない》		no	"modality, hazu"		反事実条件文の中に含まれていなくても、反事実仮想を述べることが可能な「はず」。これは、「違いない」「だろう」には見られない性質である。森田(1980)「条件からの当然の帰結が現状と食い違っている場合」に相当。	今晩函館に到着するはずだったが、雪のため飛行機が欠航になった。	今晩函館に到着した。															
Mod33					《「はず」：事実と異なる想定の「はず」：「はず」の付く命題内容は実現しない》		no	"modality, hazu"		反事実条件文の中に含まれていなくても、反事実仮想を述べることが可能な「はず」。これは、「違いない」「だろう」には見られない性質である。森田(1980)「条件からの当然の帰結が現状と食い違っている場合」に相当。	予報では今日は晴れるはずだったが、実際は雨が降った。	今日は晴れた。															
Mod34					《「はず」：事実と異なる想定の「はず」：「はず」の付く命題内容は実現しない》		no	"modality, hazu"		反事実条件文の中に含まれていなくても、反事実仮想を述べることが可能な「はず」。これは、「違いない」「だろう」には見られない性質である。森田(1980)「条件からの当然の帰結が現状と食い違っている場合」に相当。	太郎は我が社の戦力になってくれるはずだったが、他者に引き抜かれてしまった。	太郎は我が社の戦力になってくれた。															
Mod35					《「はず」：事実と異なる想定の「はず」：「はず」の付く命題内容は実現しない》		no	"modality, hazu"		反事実条件文の中に含まれていなくても、反事実仮想を述べることが可能な「はず」。これは、「違いない」「だろう」には見られない性質である。森田(1980)「条件からの当然の帰結が現状と食い違っている場合」に相当。	注文していた商品が今日届くはずだったが、明日以降になるそうだ。	注文していた商品が今日届いた。															
Mod36					《「はず」：事実と異なる想定の「はず」：「～に違いない」への言い換え不可》		unacceptable	"modality, hazu"		反事実条件文の中に含まれていなくても、反事実仮想を述べることが可能な「はず」。これは、「違いない」「だろう」には見られない性質である。森田(1980)「条件からの当然の帰結が現状と食い違っている場合」に相当。	花子は七時に来るはずだったが、八時になっても現れない。	花子は七時に来るに違いなかったが、八時になっても現れない。															
Mod37					《「はず」：事実と異なる想定の「はず」：「～に違いない」への言い換え不可》		unacceptable	"modality, hazu"		反事実条件文の中に含まれていなくても、反事実仮想を述べることが可能な「はず」。これは、「違いない」「だろう」には見られない性質である。森田(1980)「条件からの当然の帰結が現状と食い違っている場合」に相当。	今晩函館に到着するはずだったが、雪のため飛行機が欠航になった。	今晩函館に到着するに違いなかったが、雪のため飛行機が欠航になった。															
Mod38					《「はず」：事実と異なる想定の「はず」：「～に違いない」への言い換え不可》		unacceptable	"modality, hazu"		反事実条件文の中に含まれていなくても、反事実仮想を述べることが可能な「はず」。これは、「違いない」「だろう」には見られない性質である。森田(1980)「条件からの当然の帰結が現状と食い違っている場合」に相当。	予報では今日は晴れるはずだったが、実際は雨が降った。	今日は晴れるに違いなかったが、予報が外れた。															
Mod39					《「はず」：事実と異なる想定の「はず」：「～に違いない」への言い換え不可》		unacceptable	"modality, hazu"		反事実条件文の中に含まれていなくても、反事実仮想を述べることが可能な「はず」。これは、「違いない」「だろう」には見られない性質である。森田(1980)「条件からの当然の帰結が現状と食い違っている場合」に相当。	太郎は我が社の戦力になってくれるはずだったが、他者に引き抜かれてしまった。	太郎は我が社の戦力になってくれるに違いなかったが、他者に引き抜かれてしまった。															
Mod40					《「はず」：事実と異なる想定の「はず」：「～に違いない」への言い換え不可》		unacceptable	"modality, hazu"		反事実条件文の中に含まれていなくても、反事実仮想を述べることが可能な「はず」。これは、「違いない」「だろう」には見られない性質である。森田(1980)「条件からの当然の帰結が現状と食い違っている場合」に相当。	注文していた商品が今日届くはずだったが、明日以降になるそうだ。	注文していた商品が今日届くに違いなかったが、明日以降になるそうだ。															
Mod41					《「はず」：事実と異なる想定の「はず」：「予定」への言い換え可》		yes	"modality, hazu"	entailment	反事実条件文の中に含まれていなくても、反事実仮想を述べることが可能な「はず」。これは、「違いない」「だろう」には見られない性質である。森田(1980)「条件からの当然の帰結が現状と食い違っている場合」に相当。	花子は七時に来るはずだったが、八時になっても現れない。	花子は七時に来る予定だったが、八時になっても現れない。															
Mod42					《「はず」：事実と異なる想定の「はず」：「予定」への言い換え可》		yes	"modality, hazu"	entailment	反事実条件文の中に含まれていなくても、反事実仮想を述べることが可能な「はず」。これは、「違いない」「だろう」には見られない性質である。森田(1980)「条件からの当然の帰結が現状と食い違っている場合」に相当。	今晩函館に到着するはずだったが、雪のため飛行機が欠航になった。	今晩函館に到着する予定だったが、雪のため飛行機が欠航になった。															
Mod43					《「はず」：事実と異なる想定の「はず」：「予定」への言い換え可》		yes	"modality, hazu"	entailment	反事実条件文の中に含まれていなくても、反事実仮想を述べることが可能な「はず」。これは、「違いない」「だろう」には見られない性質である。森田(1980)「条件からの当然の帰結が現状と食い違っている場合」に相当。	予報では今日は晴れるはずだったが、実際は雨が降った。	予報では今日は晴れる予定だったが、実際は雨が降った。															
Mod44					《「はず」：事実と異なる想定の「はず」：「予定」への言い換え可》		yes	"modality, hazu"	entailment	反事実条件文の中に含まれていなくても、反事実仮想を述べることが可能な「はず」。これは、「違いない」「だろう」には見られない性質である。森田(1980)「条件からの当然の帰結が現状と食い違っている場合」に相当。	太郎は我が社の戦力になってくれるはずだったが、他者に引き抜かれてしまった。	太郎は我が社の戦力になってくれる予定だったが、他者に引き抜かれてしまった。															
Mod45					《「はず」：事実と異なる想定の「はず」：「予定」への言い換え可》		yes	"modality, hazu"	entailment	反事実条件文の中に含まれていなくても、反事実仮想を述べることが可能な「はず」。これは、「違いない」「だろう」には見られない性質である。森田(1980)「条件からの当然の帰結が現状と食い違っている場合」に相当。	注文していた商品が今日届くはずだったが、明日以降になるそうだ。	注文していた商品が今日届く予定だったが、明日以降になるそうだ。															
Mod46					《「わけ」：論理的帰結を述べる「わけ」：「わけ」の付く命題の内容が事実を表すケース》		yes	"modality, wake"	entailment	論理的な道筋の帰結を客観的に述べる「わけ」のうち、前提が現実に真なので、「わけ」の付く内容が必然的に事実となるケース。	大雪が降ったから、バスが不通になったわけだ。	バスは不通になった。															
Mod47					《「わけ」：論理的帰結を述べる「わけ」：「わけ」の付く命題の内容が事実を表すケース》		yes	"modality, wake"	entailment	論理的な道筋の帰結を客観的に述べる「わけ」のうち、前提が現実に真なので、「わけ」の付く内容が必然的に事実となるケース。	身長を測ったら162センチになっていた。	去年は150センチだったから、12センチも伸びたわけだ。	身長が12センチも伸びた。														
Mod48					《「わけ」：論理的帰結を述べる「わけ」：「わけ」の付く命題の内容が事実を表すケース》		yes	"modality, wake"	entailment	論理的な道筋の帰結を客観的に述べる「わけ」のうち、前提が現実に真なので、「わけ」の付く内容が必然的に事実となるケース。	10分前に太郎から「30分後に着く」と連絡があった。	つまり、太郎はあと20分で到着するわけだ。	太郎はあと20分で到着する。														
Mod49					《「わけ」：論理的帰結を述べる「わけ」：「わけ」の付く命題の内容が事実を表すケース》		yes	"modality, wake"	entailment	論理的な道筋の帰結を客観的に述べる「わけ」のうち、前提が現実に真なので、「わけ」の付く内容が必然的に事実となるケース。	終電を逃した上、タクシーも捕まらない。	ということは、私は歩いて家に帰らなくてはならないわけだ。	私は歩いて家に帰らなくてはならない。														
Mod50					《「わけ」：論理的帰結を述べる「わけ」：「わけ」の付く命題の内容が事実を表すケース》		yes	"modality, wake"	entailment	論理的な道筋の帰結を客観的に述べる「わけ」のうち、前提が現実に真なので、「わけ」の付く内容が必然的に事実となるケース。	借金を取り立てられるのが嫌だから、太郎は花子を避けていたわけだ。	太郎は花子を避けていた。															
Mod51					《「わけ」：論理的帰結を述べる「わけ」：「わけ」の付く命題の内容が必ずしも事実を表さないケース》		unknown	"modality, wake"		論理的な道筋の帰結を客観的に述べる「わけ」のうち、前提の真偽がわからないため、「わけ」の付く内容の真偽も不明となるケース。	今夜もし大雪が降ったら、明日バスが不通になるわけだ。	明日バスが不通になる。															
Mod52					《「わけ」：論理的帰結を述べる「わけ」：「わけ」の付く命題の内容が必ずしも事実を表さないケース》		unknown	"modality, wake"		論理的な道筋の帰結を客観的に述べる「わけ」のうち、前提の真偽がわからないため、「わけ」の付く内容の真偽も不明となるケース。	今日の試合で太郎が勝ったら、太郎と次郎が決勝戦に進むわけだ。	太郎と次郎が決勝戦に進む。															
Mod53					《「わけ」：論理的帰結を述べる「わけ」：「わけ」の付く命題の内容が必ずしも事実を表さないケース》		unknown	"modality, wake"		論理的な道筋の帰結を客観的に述べる「わけ」のうち、前提の真偽がわからないため、「わけ」の付く内容の真偽も不明となるケース。	確率は低いが、もし一等が当たったら、私は七千万円を手にいれるわけだ。	私は七千万円を手にいれる。															
Mod54					《「わけ」：論理的帰結を述べる「わけ」：「わけ」の付く命題の内容が必ずしも事実を表さないケース》		unknown	"modality, wake"		論理的な道筋の帰結を客観的に述べる「わけ」のうち、前提の真偽がわからないため、「わけ」の付く内容の真偽も不明となるケース。	ログイン用のパスワードを盗んでも、取引用のパスワードを知らなければ、犯人は金を自分の口座に移せないわけだ。	犯人は金を自分の口座に移せない。															
Mod55					《「わけ」：論理的帰結を述べる「わけ」：「わけ」の付く命題の内容が必ずしも事実を表さないケース》		unknown	"modality, wake"		論理的な道筋の帰結を客観的に述べる「わけ」のうち、前提の真偽がわからないため、「わけ」の付く内容の真偽も不明となるケース。	150万円出してこの講座を修了すれば、誰でも三ヶ月で機械学習をマスターできるわけだ。	誰でも三ヶ月で機械学習をマスターできる。															
Mod56					《「わけ」：論理的帰結を述べる「わけ」：「ことになる」への置き換え可》		yes	"modality, wake"	entailment	論理的な道筋の帰結を客観的に述べる「わけ」。	大雪が降ったから、バスが不通になったわけだ。	大雪が降ったから、バスが不通になったことになる。															
Mod57					《「わけ」：論理的帰結を述べる「わけ」：「ことになる」への置き換え可》		yes	"modality, wake"	entailment	論理的な道筋の帰結を客観的に述べる「わけ」。	身長を測ったら162センチになっていた。	去年は150センチだったから、12センチも伸びたわけだ。	身長を測ったら162センチになっていた。去年は150センチだったから、12センチも伸びたことになる。														
Mod58					《「わけ」：論理的帰結を述べる「わけ」：「ことになる」への置き換え可》		yes	"modality, wake"	entailment	論理的な道筋の帰結を客観的に述べる「わけ」。	10分前に太郎から「30分後に着く」と連絡があった。	つまり、太郎はあと20分で到着するわけだ。	10分前に太郎から「30分後に着く」と連絡があった。つまり、太郎はあと20分で到着することになる。														
Mod59					《「わけ」：論理的帰結を述べる「わけ」：「ことになる」への置き換え可》		yes	"modality, wake"	entailment	論理的な道筋の帰結を客観的に述べる「わけ」。	終電を逃した上、タクシーも捕まらない。	ということは、私は歩いて家に帰らなくてはならないわけだ。	終電を逃した上、タクシーも捕まらない。ということは、私は歩いて家に帰らなくてはならないことになる。														
Mod60					《「わけ」：論理的帰結を述べる「わけ」：「ことになる」への置き換え可》		yes	"modality, wake"	entailment	論理的な道筋の帰結を客観的に述べる「わけ」。	借金を取り立てられるのが嫌だから、太郎は花子を避けていたわけだ。	借金を取り立てられるのが嫌だから、太郎は花子を避けていたことになる。															
Mod61					《「わけ」：論理的帰結を述べる「わけ」：「ことになる」への置き換え可》		yes	"modality, wake"	entailment	論理的な道筋の帰結を客観的に述べる「わけ」。	今夜もし大雪が降ったら、明日バスが不通になるわけだ。	今夜もし大雪が降ったら、明日バスが不通になることになる。															
Mod62					《「わけ」：論理的帰結を述べる「わけ」：「ことになる」への置き換え可》		yes	"modality, wake"	entailment	論理的な道筋の帰結を客観的に述べる「わけ」。	今日の試合で太郎が勝ったら、太郎と次郎が決勝戦に進むわけだ。	今日の試合で太郎が勝ったら、太郎と次郎が決勝戦に進むことになる。															
Mod63					《「わけ」：論理的帰結を述べる「わけ」：「ことになる」への置き換え可》		yes	"modality, wake"	entailment	論理的な道筋の帰結を客観的に述べる「わけ」。	確率は低いが、もし一等が当たったら、私は七千万円を手にいれるわけだ。	確率は低いが、もし一等が当たったら、私は七千万円を手にいれることになる。															
Mod64					《「わけ」：論理的帰結を述べる「わけ」：「ことになる」への置き換え可》		yes	"modality, wake"	entailment	論理的な道筋の帰結を客観的に述べる「わけ」。	ログイン用のパスワードを盗んでも、取引用のパスワードを知らなければ、犯人は金を自分の口座に移せないわけだ。	ログイン用のパスワードを盗んでも、取引用のパスワードを知らなければ、犯人は金を自分の口座に移せないことになる。															
Mod65					《「わけ」：論理的帰結を述べる「わけ」：「ことになる」への置き換え可》		yes	"modality, wake"	entailment	論理的な道筋の帰結を客観的に述べる「わけ」。	150万円出してこの講座を修了すれば、誰でも三ヶ月で機械学習をマスターできるわけだ。	150万円出してこの講座を修了すれば、誰でも三ヶ月で機械学習をマスターできることになる。															
Mod66					《「わけ」：論理的帰結を述べる「わけ」：「からだ」への置き換え不可》		weakacceptable	"modality, wake"		論理的な道筋の帰結を客観的に述べる「わけ」。	大雪が降ったから、バスが不通になったわけだ。	大雪が降ったから、バスが不通になったからだ。															
Mod67					《「わけ」：論理的帰結を述べる「わけ」：「からだ」への置き換え不可》		weakacceptable	"modality, wake"		論理的な道筋の帰結を客観的に述べる「わけ」。	身長を測ったら162センチになっていた。	去年は150センチだったから、12センチも伸びたわけだ。	身長を測ったら162センチになっていた。去年は150センチだったから、12センチも伸びたからだ。														
Mod68					《「わけ」：論理的帰結を述べる「わけ」：「からだ」への置き換え不可》		weakacceptable	"modality, wake"		論理的な道筋の帰結を客観的に述べる「わけ」。	10分前に太郎から「30分後に着く」と連絡があった。	つまり、太郎はあと20分で到着するわけだ。	10分前に太郎から「30分後に着く」と連絡があった。つまり、太郎はあと20分で到着するからだ。														
Mod69					《「わけ」：論理的帰結を述べる「わけ」：「からだ」への置き換え不可》		weakacceptable	"modality, wake"		論理的な道筋の帰結を客観的に述べる「わけ」。	終電を逃した上、タクシーも捕まらない。	ということは、私は歩いて家に帰らなくてはならないわけだ。	終電を逃した上、タクシーも捕まらない。ということは、私は歩いて家に帰らなくてはならないからだ。														
Mod70					《「わけ」：論理的帰結を述べる「わけ」：「からだ」への置き換え不可》		weakacceptable	"modality, wake"		論理的な道筋の帰結を客観的に述べる「わけ」。	借金を取り立てられるのが嫌だから、太郎は花子を避けていたわけだ。	借金を取り立てられるのが嫌だから、太郎は花子を避けていたからだ。															
Mod71					《「わけ」：論理的帰結を述べる「わけ」：「からだ」への置き換え不可》		infelicitous	"modality, wake"		論理的な道筋の帰結を客観的に述べる「わけ」。	今夜もし大雪が降ったら、明日バスが不通になるわけだ。	今夜もし大雪が降ったら、明日バスが不通になるからだ。															
Mod72					《「わけ」：論理的帰結を述べる「わけ」：「からだ」への置き換え不可》		infelicitous	"modality, wake"		論理的な道筋の帰結を客観的に述べる「わけ」。	今日の試合で太郎が勝ったら、太郎と次郎が決勝戦に進むわけだ。	今日の試合で太郎が勝ったら、太郎と次郎が決勝戦に進むからだ。															
Mod73					《「わけ」：論理的帰結を述べる「わけ」：「からだ」への置き換え不可》		infelicitous	"modality, wake"		論理的な道筋の帰結を客観的に述べる「わけ」。	確率は低いが、もし一等が当たったら、私は七千万円を手にいれるわけだ。	確率は低いが、もし一等が当たったら、私は七千万円を手にいれるからだ。															
Mod74					《「わけ」：論理的帰結を述べる「わけ」：「からだ」への置き換え不可》		infelicitous	"modality, wake"		論理的な道筋の帰結を客観的に述べる「わけ」。	ログイン用のパスワードを盗んでも、取引用のパスワードを知らなければ、犯人は金を自分の口座に移せないわけだ。	ログイン用のパスワードを盗んでも、取引用のパスワードを知らなければ、犯人は金を自分の口座に移せないからだ。															
Mod75					《「わけ」：論理的帰結を述べる「わけ」：「からだ」への置き換え不可》		infelicitous	"modality, wake"		論理的な道筋の帰結を客観的に述べる「わけ」。	150万円出してこの講座を修了すれば、誰でも三ヶ月で機械学習をマスターできるわけだ。	150万円出してこの講座を修了すれば、誰でも三ヶ月で機械学習をマスターできるからだ。															
Mod76					《「わけ」：因果関係を認めたことを表す「わけ」：「わけ」の付いた命題内容の事実性》		yes	"modality, wake"	entailment	２つの事象の間に原因・理由と結果という関係を認め、その関係に納得したことを示す。	犯人はすでに海外に逃亡していた。	どうりで捕まらないわけだ。	犯人は捕まっていない。														
Mod77					《「わけ」：因果関係を認めたことを表す「わけ」：「わけ」の付いた命題内容の事実性》		yes	"modality, wake"	entailment	２つの事象の間に原因・理由と結果という関係を認め、その関係に納得したことを示す。	ディズニーランドに行ってみたら、とても楽しかった。	どうりで、みんなが行きたがるわけだ。	みんながディズニーランドに行きたがっている。														
Mod78					《「わけ」：因果関係を認めたことを表す「わけ」：「わけ」の付いた命題内容の事実性》		yes	"modality, wake"	entailment	２つの事象の間に原因・理由と結果という関係を認め、その関係に納得したことを示す。	試割り用の板は、あらかじめ割ってあったのを接着剤でくっつけたものだった。	どうりで簡単に割れるわけだ。	試割り用の板は簡単に割れる。														
Mod79					《「わけ」：因果関係を認めたことを表す「わけ」：「わけ」の付いた命題内容の事実性》		yes	"modality, wake"	entailment	２つの事象の間に原因・理由と結果という関係を認め、その関係に納得したことを示す。	太郎の父親は、高級料亭の板前だったという。	どうりで料理の手際がいいわけだ。	太郎の父親は料理の手際がいい。														
Mod80					《「わけ」：因果関係を認めたことを表す「わけ」：「わけ」の付いた命題内容の事実性》		yes	"modality, wake"	entailment	２つの事象の間に原因・理由と結果という関係を認め、その関係に納得したことを示す。	花子はアメリカに住んでいたのか。	どうりで、英語がうまいわけだ。	花子は英語がうまい。														
Mod81					《「わけ」：因果関係を認めたことを表す「わけ」：「はず」への言い換え》		yes	"modality, wake"	entailment	２つの事象の間に原因・理由と結果という関係を認め、その関係に納得したことを示す。	犯人はすでに海外に逃亡していた。	どうりで捕まらないわけだ。	犯人はすでに海外に逃亡していた。どうりで捕まらないはずだ。														
Mod82					《「わけ」：因果関係を認めたことを表す「わけ」：「はず」への言い換え》		yes	"modality, wake"	entailment	２つの事象の間に原因・理由と結果という関係を認め、その関係に納得したことを示す。	ディズニーランドに行ってみたら、とても楽しかった。	どうりで、みんなが行きたがるわけだ。	ディズニーランドに行ってみたら、とても楽しかった。どうりで、みんなが行きたがるはずだ。														
Mod83					《「わけ」：因果関係を認めたことを表す「わけ」：「はず」への言い換え》		yes	"modality, wake"	entailment	２つの事象の間に原因・理由と結果という関係を認め、その関係に納得したことを示す。	試割り用の板は、あらかじめ割ってあったのを接着剤でくっつけたものだった。	どうりで簡単に割れるわけだ。	試割り用の板は、あらかじめ割ってあったのを接着剤でくっつけたものだった。どうりで簡単に割れるはずだ。														
